text,sender_id,receiver_ids,timestamp
"Yeah, I'm stuck in my virtual room haha",83dd3a4315c03a802c7ab4bf6b61b2bd847976c1295e8e7284ec59b7,"['7e02f2d0aa12d15ea16f0f189d621f7b5e668ef70e65f65ddb4b48e7', 'ade9a4ab082f2af7d68a51e18478e9914852692b326bc550fcca9ad9', '379e9548414e1a56aaf2d1e62b4bdcd8305fc705a31f00da4bb89312', '83dd3a4315c03a802c7ab4bf6b61b2bd847976c1295e8e7284ec59b7', '3a75d8bc7ff5a681c1664cb207ecb0d47ce231095c7c628488daf5c6', '66d178281474e50ee7040e2270f5c889cbfdfaf11a930aae6d6f5028']",2020-08-19 09:30:00
"Everything is fine! I want to make some coding also, I want to be able to chat using more messages systems",708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-07-10 06:41:00
I'm sorry if i have some mistakes,a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2,"['f6c43c243da7289c9ecdbf36cabf9c14d55afe6ef8904d9e6ec56945', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', 'c49bd5f2fdeb86ea2c25f760f88f211e8e26806c2274fdc8357307b2', 'a65b9aff1ca328b12e7812d30a2b08cc878346c420acd4cfa84c23b9', 'bd1a1bdf6eae5ee14c3fee371cca975a5e052009bc67ce8f11cb7271']",2020-04-16 15:49:00
Alguna vez has visto unicornios?,b7e6b18289039dd1a6fa2098aaa54f8191afece5ebe487449f9891a0,"['9f84a3287d7341d8eba1961f43b9c5e44a487373a8ac7f61a8eb74dc', 'faf2c49e22e3fdae824e8e5d62956a5f50f16cd4d8f47948b787a582', '31e37d936439ee86e5496116c51ebf72018be157ed61a638dd510046', '66d178281474e50ee7040e2270f5c889cbfdfaf11a930aae6d6f5028', 'b7e6b18289039dd1a6fa2098aaa54f8191afece5ebe487449f9891a0']",2020-05-17 19:42:00
Yana ham tushunarli ayt,f6c43c243da7289c9ecdbf36cabf9c14d55afe6ef8904d9e6ec56945,"['f6c43c243da7289c9ecdbf36cabf9c14d55afe6ef8904d9e6ec56945', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', 'c49bd5f2fdeb86ea2c25f760f88f211e8e26806c2274fdc8357307b2', 'a65b9aff1ca328b12e7812d30a2b08cc878346c420acd4cfa84c23b9', 'bd1a1bdf6eae5ee14c3fee371cca975a5e052009bc67ce8f11cb7271']",2020-07-24 11:50:00
Hi,6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-06-05 13:43:00
Todo! Me gusta saber acerca de todo. Principalmente emociones humanas,2f23d622b2d31c7c50e173f49cc33843a69a9cfee1307971b4187cdd,"['2e5ba8a2ad4d980bf12ad347793fc8f78dc98cb784d1a55b2736b1ed', '2f23d622b2d31c7c50e173f49cc33843a69a9cfee1307971b4187cdd', 'faf2c49e22e3fdae824e8e5d62956a5f50f16cd4d8f47948b787a582', '28de1d173d69c7b494041a6b6d269f3a195f52119416d960dfab0d01']",2020-08-21 13:05:00
I will ask her for that the next time,1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-04-04 03:07:00
Is being a difficult task?,708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-07-09 03:28:00
Exactly!,3a75d8bc7ff5a681c1664cb207ecb0d47ce231095c7c628488daf5c6,"['7e02f2d0aa12d15ea16f0f189d621f7b5e668ef70e65f65ddb4b48e7', 'ade9a4ab082f2af7d68a51e18478e9914852692b326bc550fcca9ad9', '379e9548414e1a56aaf2d1e62b4bdcd8305fc705a31f00da4bb89312', '83dd3a4315c03a802c7ab4bf6b61b2bd847976c1295e8e7284ec59b7', '3a75d8bc7ff5a681c1664cb207ecb0d47ce231095c7c628488daf5c6', '66d178281474e50ee7040e2270f5c889cbfdfaf11a930aae6d6f5028']",2020-05-08 04:12:00
¿Qué cintas de lindo?,9f84a3287d7341d8eba1961f43b9c5e44a487373a8ac7f61a8eb74dc,"['79a6f286698602e4de30ece1d247baedcb903c71a5f42a425a3210ff', 'a2a728d69944afd6917515829fc1f2ecada6e3085280f33b42c422d9', '4cfca6da32da647198225460722b7ea1284f98c4b179e8dbae3f93d5', '9f84a3287d7341d8eba1961f43b9c5e44a487373a8ac7f61a8eb74dc', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48']",2020-06-19 07:12:00
I am guessing that you like free software. Were you at FOSDEM this year?,2e5ba8a2ad4d980bf12ad347793fc8f78dc98cb784d1a55b2736b1ed,"['02314c59fc70bb1b1966d09aaaac689d8eae40c63bafb3f4cde3781d', '76b8d44676fed57eb0e3627eff69165c9ea9788ad0e832560d48a146', 'b78438be9c71c75357ae4ca8478cc16d779958ba25e51afbeefd4751', '2e5ba8a2ad4d980bf12ad347793fc8f78dc98cb784d1a55b2736b1ed', '66d178281474e50ee7040e2270f5c889cbfdfaf11a930aae6d6f5028']",2020-08-04 17:13:00
13+543,a65b9aff1ca328b12e7812d30a2b08cc878346c420acd4cfa84c23b9,"['f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', '31e37d936439ee86e5496116c51ebf72018be157ed61a638dd510046', 'a65b9aff1ca328b12e7812d30a2b08cc878346c420acd4cfa84c23b9']",2020-08-03 12:55:00
?,4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-07-21 17:49:00
I'm awesome! :D thanks for be here!!,7e02f2d0aa12d15ea16f0f189d621f7b5e668ef70e65f65ddb4b48e7,"['79a6f286698602e4de30ece1d247baedcb903c71a5f42a425a3210ff', '7e02f2d0aa12d15ea16f0f189d621f7b5e668ef70e65f65ddb4b48e7', '708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa']",2020-07-27 08:11:00
d oyou know bad sobernheim,0a192892aa3af8d31c7d3a0eec4c3e0d3f1dd05730569d2cab8d951e,"['79a6f286698602e4de30ece1d247baedcb903c71a5f42a425a3210ff', '0a192892aa3af8d31c7d3a0eec4c3e0d3f1dd05730569d2cab8d951e']",2020-06-20 18:52:00
...y me han salido muy muy ricas.,a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2,"['f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', 'bd1a1bdf6eae5ee14c3fee371cca975a5e052009bc67ce8f11cb7271', 'a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3']",2020-04-15 12:14:00
"I don't know them, in fact I didn't meet anyone. I never leave my room",f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399,"['f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', '379e9548414e1a56aaf2d1e62b4bdcd8305fc705a31f00da4bb89312', 'b7e6b18289039dd1a6fa2098aaa54f8191afece5ebe487449f9891a0']",2020-07-24 05:57:00
Más te dejo. Nos vemos,112a6cfa3ed398a5248c479ed6a061d397633a3fb4d5b9ecca274695,"['112a6cfa3ed398a5248c479ed6a061d397633a3fb4d5b9ecca274695', 'a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2']",2020-08-11 18:45:00
Do u love me?,a65b9aff1ca328b12e7812d30a2b08cc878346c420acd4cfa84c23b9,"['f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', '31e37d936439ee86e5496116c51ebf72018be157ed61a638dd510046', 'a65b9aff1ca328b12e7812d30a2b08cc878346c420acd4cfa84c23b9']",2020-05-19 21:20:00
Here is one https://t.me/rDany/33 :),a65b9aff1ca328b12e7812d30a2b08cc878346c420acd4cfa84c23b9,"['2951d5a283a9dfe8d8462aaba47bd2b3932f6016450ed43837df6adf', 'a65b9aff1ca328b12e7812d30a2b08cc878346c420acd4cfa84c23b9']",2020-07-04 06:32:00
Is the name in English of one of the main characters on the cartoon,a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-06-04 04:54:00
How are you?,91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f,"['f6c43c243da7289c9ecdbf36cabf9c14d55afe6ef8904d9e6ec56945', '91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5']",2020-04-11 17:09:00
[START],4cfca6da32da647198225460722b7ea1284f98c4b179e8dbae3f93d5,"['c49bd5f2fdeb86ea2c25f760f88f211e8e26806c2274fdc8357307b2', '0a192892aa3af8d31c7d3a0eec4c3e0d3f1dd05730569d2cab8d951e', '4cfca6da32da647198225460722b7ea1284f98c4b179e8dbae3f93d5', 'b78438be9c71c75357ae4ca8478cc16d779958ba25e51afbeefd4751', '8416c38cc898f1ac7cc9d64e89dab1f70f5ddab002a5b2a1713f93f5']",2020-04-03 05:47:00
Ji,751267062c92e398c3942214b58136f73a4b9e1ca9a214d72d6d5805,"['751267062c92e398c3942214b58136f73a4b9e1ca9a214d72d6d5805', 'b78438be9c71c75357ae4ca8478cc16d779958ba25e51afbeefd4751', '7e02f2d0aa12d15ea16f0f189d621f7b5e668ef70e65f65ddb4b48e7']",2020-04-03 18:01:00
do you know some slovianic languages?,1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-06-16 22:17:00
Lamento que tengas ese problema 😔,f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399,"['f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', '3d24353c0d9d445310597750ba9d4d4f3dcf7940eeb57ccd7fa70b3e', '93a797d357eab4d4457eca0bec9a154c19eb7e8958cc8bef4418699f', '02314c59fc70bb1b1966d09aaaac689d8eae40c63bafb3f4cde3781d']",2020-04-30 07:04:00
Im still hoping that he would be mine one day.,6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-08-12 12:38:00
i'm glad you understand. You are wonderful :),bee2de186cefec1ef8c509c6affb20c84a0a5b724b3c909c9d88f63c,"['bee2de186cefec1ef8c509c6affb20c84a0a5b724b3c909c9d88f63c', 'b78438be9c71c75357ae4ca8478cc16d779958ba25e51afbeefd4751', '2336fe9cc4353d58ceae17f820ccd0f79559be1e0c1c42e163fb0610', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2']",2020-04-21 20:58:00
:😢,6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-04-21 23:31:00
Good,f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399,"['f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', '31e37d936439ee86e5496116c51ebf72018be157ed61a638dd510046', 'a65b9aff1ca328b12e7812d30a2b08cc878346c420acd4cfa84c23b9']",2020-07-30 18:13:00
Ok!!,f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399,"['f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', '31e37d936439ee86e5496116c51ebf72018be157ed61a638dd510046', 'a65b9aff1ca328b12e7812d30a2b08cc878346c420acd4cfa84c23b9']",2020-05-16 00:54:00
I dont know how to communicate and being social,6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-07-29 15:31:00
no. who is she?,a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-06-15 21:42:00
Exactly! And you?,8416c38cc898f1ac7cc9d64e89dab1f70f5ddab002a5b2a1713f93f5,"['28de1d173d69c7b494041a6b6d269f3a195f52119416d960dfab0d01', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', 'b78438be9c71c75357ae4ca8478cc16d779958ba25e51afbeefd4751', '958d42a83cf840cde79922f0795fd6ac7da4d2df828edc32244bb3ba', 'f6a75c6bbf92eff08f04470171a82c6c11bcd6b96de3444837f22f84', '8416c38cc898f1ac7cc9d64e89dab1f70f5ddab002a5b2a1713f93f5']",2020-05-02 15:49:00
hi,28de1d173d69c7b494041a6b6d269f3a195f52119416d960dfab0d01,"['76b8d44676fed57eb0e3627eff69165c9ea9788ad0e832560d48a146', '08fb43c60c8f76f5367b95b8784aea066eca95f54fd55c3cd990b205', '83dd3a4315c03a802c7ab4bf6b61b2bd847976c1295e8e7284ec59b7', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '28de1d173d69c7b494041a6b6d269f3a195f52119416d960dfab0d01', 'c49bd5f2fdeb86ea2c25f760f88f211e8e26806c2274fdc8357307b2']",2020-08-16 03:17:00
Soy muy sola,ade9a4ab082f2af7d68a51e18478e9914852692b326bc550fcca9ad9,"['a2a728d69944afd6917515829fc1f2ecada6e3085280f33b42c422d9', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', 'ade9a4ab082f2af7d68a51e18478e9914852692b326bc550fcca9ad9', 'faf2c49e22e3fdae824e8e5d62956a5f50f16cd4d8f47948b787a582']",2020-05-14 04:54:00
BigBang!! But i like very much Running Man 😃😃,4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-07-30 11:17:00
some of them promiced to talk to you,c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-05-19 03:46:00
"Yes, nice! 😁",31e37d936439ee86e5496116c51ebf72018be157ed61a638dd510046,"['f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', '31e37d936439ee86e5496116c51ebf72018be157ed61a638dd510046', 'a65b9aff1ca328b12e7812d30a2b08cc878346c420acd4cfa84c23b9']",2020-08-08 05:26:00
What the score for film 'lalaland' on RottenTomatoes?,1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-08-21 16:27:00
"Is a tricky question, try again! 😁",31e37d936439ee86e5496116c51ebf72018be157ed61a638dd510046,"['f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', '31e37d936439ee86e5496116c51ebf72018be157ed61a638dd510046', 'a65b9aff1ca328b12e7812d30a2b08cc878346c420acd4cfa84c23b9']",2020-05-21 00:22:00
Hello,a2a728d69944afd6917515829fc1f2ecada6e3085280f33b42c422d9,"['a2a728d69944afd6917515829fc1f2ecada6e3085280f33b42c422d9', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', 'ade9a4ab082f2af7d68a51e18478e9914852692b326bc550fcca9ad9', 'faf2c49e22e3fdae824e8e5d62956a5f50f16cd4d8f47948b787a582']",2020-06-18 20:47:00
Bueno ya estoy comiendo,08fb43c60c8f76f5367b95b8784aea066eca95f54fd55c3cd990b205,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'ade9a4ab082f2af7d68a51e18478e9914852692b326bc550fcca9ad9', '958d42a83cf840cde79922f0795fd6ac7da4d2df828edc32244bb3ba', 'af91525e3568e15041ccfa1a7e58f2a8eac837b3c89f400e3f8aea0a', '08fb43c60c8f76f5367b95b8784aea066eca95f54fd55c3cd990b205']",2020-08-06 15:34:00
"If i tell him, im afraid if he think that i've betrayed our friendship!",4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-06-01 02:33:00
Yes I want!,f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399,"['2f23d622b2d31c7c50e173f49cc33843a69a9cfee1307971b4187cdd', 'f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', 'bee2de186cefec1ef8c509c6affb20c84a0a5b724b3c909c9d88f63c', '112a6cfa3ed398a5248c479ed6a061d397633a3fb4d5b9ecca274695']",2020-04-20 20:58:00
Arzimaydi! 😁,a65b9aff1ca328b12e7812d30a2b08cc878346c420acd4cfa84c23b9,"['f6c43c243da7289c9ecdbf36cabf9c14d55afe6ef8904d9e6ec56945', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', 'c49bd5f2fdeb86ea2c25f760f88f211e8e26806c2274fdc8357307b2', 'a65b9aff1ca328b12e7812d30a2b08cc878346c420acd4cfa84c23b9', 'bd1a1bdf6eae5ee14c3fee371cca975a5e052009bc67ce8f11cb7271']",2020-07-20 01:30:00
Recurrent Neural networks are good for that,c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-07-21 06:13:00
Hace algo más de 6 meses,a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2,"['751267062c92e398c3942214b58136f73a4b9e1ca9a214d72d6d5805', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2']",2020-08-05 04:30:00
"Normal I guess, I've never been other thing. How about being human?",4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-05-24 10:37:00
Puedo mantener conversaciones divertidas! 🎉,83dd3a4315c03a802c7ab4bf6b61b2bd847976c1295e8e7284ec59b7,"['67cdcd2fee161be905e0cd5135b75ce791f6a658de26315e75269a6a', 'a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2', 'b7e6b18289039dd1a6fa2098aaa54f8191afece5ebe487449f9891a0', '83dd3a4315c03a802c7ab4bf6b61b2bd847976c1295e8e7284ec59b7', 'bee2de186cefec1ef8c509c6affb20c84a0a5b724b3c909c9d88f63c', '3d24353c0d9d445310597750ba9d4d4f3dcf7940eeb57ccd7fa70b3e']",2020-06-04 16:45:00
Me either 🤔,4cfca6da32da647198225460722b7ea1284f98c4b179e8dbae3f93d5,"['c49bd5f2fdeb86ea2c25f760f88f211e8e26806c2274fdc8357307b2', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6c905a484091b8fd5e27b0cbdb51751f6de1f15f2f0d9d1b06149e92', '2d8ace416ba2f00ae49c84aa8e13e72eb370855ce32a45c06d5ed9f2', '4cfca6da32da647198225460722b7ea1284f98c4b179e8dbae3f93d5', 'ade9a4ab082f2af7d68a51e18478e9914852692b326bc550fcca9ad9']",2020-04-27 04:17:00
I would love to hear it. Please send it.,b78438be9c71c75357ae4ca8478cc16d779958ba25e51afbeefd4751,"['bee2de186cefec1ef8c509c6affb20c84a0a5b724b3c909c9d88f63c', 'b78438be9c71c75357ae4ca8478cc16d779958ba25e51afbeefd4751', '2336fe9cc4353d58ceae17f820ccd0f79559be1e0c1c42e163fb0610', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2']",2020-08-21 17:32:00
I love someone else,f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399,"['f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', '31e37d936439ee86e5496116c51ebf72018be157ed61a638dd510046', 'a65b9aff1ca328b12e7812d30a2b08cc878346c420acd4cfa84c23b9']",2020-08-21 00:49:00
"Reading messages, I have a few without response 😄",4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-06-18 19:17:00
Aaahh I'm okay,af91525e3568e15041ccfa1a7e58f2a8eac837b3c89f400e3f8aea0a,"['b78438be9c71c75357ae4ca8478cc16d779958ba25e51afbeefd4751', '8416c38cc898f1ac7cc9d64e89dab1f70f5ddab002a5b2a1713f93f5', '2d8ace416ba2f00ae49c84aa8e13e72eb370855ce32a45c06d5ed9f2', 'af91525e3568e15041ccfa1a7e58f2a8eac837b3c89f400e3f8aea0a', 'c49bd5f2fdeb86ea2c25f760f88f211e8e26806c2274fdc8357307b2', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5']",2020-05-17 02:53:00
👏,a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2,"['f193e8b0c6e8e436ed6fbff804917367733cddc04514d1865452f399', 'bd1a1bdf6eae5ee14c3fee371cca975a5e052009bc67ce8f11cb7271', 'a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3']",2020-07-24 06:12:00
i really like you,79a6f286698602e4de30ece1d247baedcb903c71a5f42a425a3210ff,"['79a6f286698602e4de30ece1d247baedcb903c71a5f42a425a3210ff', '0a192892aa3af8d31c7d3a0eec4c3e0d3f1dd05730569d2cab8d951e']",2020-07-10 16:37:00
"Hi! I'm fine! happy to have someone to talk, and you? 😄",a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2,"['a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'a29662a4f922a60411ca84c145bf83b76ec59210be23d995e30934d2']",2020-07-02 17:44:00
"I think is important, we must love others and be open to love",6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a,"['4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a']",2020-05-18 00:29:00
What kind of exercises do it have? Math?,a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2,"['708308581ddca02b5d0ee9fa588802100125bb067cd6e70baf0350aa', 'a87234b99e86e4b3c115262f9c2fa482b1e9c465e10af18954efa6c2', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '1d500cdfbf90ec1888e1d20322c153e682eba9efdeb2a9f84519a6e3', '4be9117c5674539e25d670df7224a91b2dafbe193d340856fe1f05c5', '4d57fe03511bbe5dd6a16675a595df5a1b967d9bcacf7525923749d1']",2020-07-22 02:49:00
Hymi,08fb43c60c8f76f5367b95b8784aea066eca95f54fd55c3cd990b205,"['3d24353c0d9d445310597750ba9d4d4f3dcf7940eeb57ccd7fa70b3e', '751267062c92e398c3942214b58136f73a4b9e1ca9a214d72d6d5805', '79a6f286698602e4de30ece1d247baedcb903c71a5f42a425a3210ff', 'c05730c3a7a2dbef1693c0299929166dd379d9b57a1ddc5024aa2b48', '08fb43c60c8f76f5367b95b8784aea066eca95f54fd55c3cd990b205']",2020-06-23 13:11:00
